idx	sentiment_bert_raw	negative_word	positive_word	product_avg_rating	product_std_rating	rating_diff	review_rating	question	links	word_count	product_name_mention	num_mentioned_brand	brand_mention	is_spam
9722	positive	0	3	3.64	0.7713892158398701	-0.6400000000000001	3	no	no	33	yes	0	no	0.0
10212	positive	1	1	3.82	0.9226110083151836	-2.82	1	no	no	52	yes	0	no	1.0
10231	positive	7	12	3.82	0.9226110083151836	0.18000000000000016	4	no	no	42	no	3	yes	1.0
10548	positive	6	7	3.3	1.1	-1.2999999999999998	2	no	no	26	no	0	no	1.0
10630	negative	4	3	3.98	1.108482132868586	0.020000000000000014	4	no	no	41	no	1	no	1.0
10749	negative	2	0	4.56	0.7490129559381904	-0.5599999999999996	4	no	no	27	no	1	yes	1.0
11066	positive	4	1	4.1	0.8306623862918074	-2.1	2	no	no	46	yes	7	yes	1.0
11090	positive	6	6	3.43	0.9035079029052512	-1.4300000000000002	2	no	no	44	yes	7	no	1.0
11245	positive	0	2	3.6	1.019803902718557	-1.6	2	no	no	38	yes	1	yes	1.0
11256	positive	11	7	3.08	1.440968038815882	-1.08	2	no	no	89	yes	8	no	1.0
11275	negative	5	3	3.71	0.9005915819220351	0.29000000000000004	4	no	no	50	yes	0	no	1.0
11321	negative	8	6	3.71	0.9005915819220351	0.29000000000000004	4	no	no	62	yes	0	no	1.0
11349	positive	1	1	3.64	0.8112726208286106	-1.64	2	no	no	30	no	3	no	1.0
11380	neutral	1	4	3.32	1.1968282914368602	0.6800000000000002	4	no	no	48	yes	15	yes	1.0
11547	positive	6	3	3.09	1.137877779122339	-2.09	1	no	no	33	yes	2	no	1.0
11559	positive	2	1	3.09	1.137877779122339	-1.09	2	no	no	28	no	0	no	1.0
12216	positive	1	4	4.08	0.9090593428863096	-3.08	1	no	no	33	yes	1	no	1.0
13250	positive	4	2	4.12	1.0532687216470449	-2.12	2	no	no	30	yes	0	no	1.0
4189	positive	3	3	3.0	1.0	-1.0	2	no	no	26	no	0	no	1.0
4263	positive	1	0	4.14	1.0312295868207546	-3.14	1	no	no	37	no	1	no	1.0
6562	positive	3	5	3.33	1.1055415967851334	-1.33	2	no	no	29	yes	1	no	1.0
3114	positive	2	2	4.31	0.7472398188926868	-2.31	2	no	no	27	no	1	no	1.0
5828	positive	7	7	3.53	1.0165867762208407	-1.5299999999999998	2	no	no	30	no	0	no	1.0
2697	positive	6	5	3.34	0.9509994742374992	-2.34	1	no	no	32	no	0	no	1.0
5441	positive	2	4	4.11	0.8163512321805259	-2.1100000000000003	2	no	no	23	no	0	no	1.0
9035	negative	4	2	2.58	1.044143996961402	-1.58	1	no	no	39	no	1	no	0.0
14904	positive	4	1	3.18	0.9359663764533636	-1.1800000000000002	2	no	no	25	yes	3	no	1.0
7702	positive	5	5	3.6	0.7118052168020874	-1.6	2	no	no	28	no	0	no	1.0
5625	positive	4	5	4.04	0.9883889063265474	-2.04	2	no	no	27	yes	0	no	1.0
11204	positive	4	3	4.09	0.8999540851465151	-2.09	2	no	no	27	yes	0	no	1.0
14951	positive	3	2	3.71	0.924484332088336	-1.71	2	no	no	35	yes	8	yes	1.0
6961	positive	3	4	4.24	0.9716646702463552	-2.24	2	no	no	26	yes	0	no	1.0
5987	positive	2	1	3.38	0.9921567416492216	-1.38	2	no	no	31	no	1	yes	1.0
10407	positive	0	2	2.79	0.9003075214714099	0.21	3	no	no	30	no	0	no	0.0
6965	positive	5	4	4.24	0.9716646702463552	-2.24	2	no	no	31	yes	0	no	1.0
4283	positive	0	3	4.14	1.0312295868207546	-2.14	2	no	no	29	no	0	no	1.0
942	positive	2	2	3.0	0.7071067811865476	-1.0	2	no	no	39	yes	2	yes	0.0
1015	positive	4	3	3.0	0.9258200997725514	1.0	4	no	no	35	no	5	yes	1.0
1739	positive	6	5	3.2	0.9797958971132712	0.7999999999999998	4	no	no	54	yes	0	no	0.0
2958	positive	4	5	3.97	0.7951240294584375	0.029999999999999805	4	no	no	25	yes	0	no	1.0
3093	positive	4	6	4.5	0.8660254037844386	0.5	5	no	no	71	yes	1	no	0.0
3403	positive	2	4	3.86	0.9897433186107872	-0.8599999999999999	3	yes	no	25	yes	3	no	1.0
4512	positive	3	4	3.88	0.9709316831442536	0.1200000000000001	4	no	no	55	yes	12	no	0.0
4563	positive	5	3	4.23	0.8034647195462633	0.7699999999999996	5	no	no	32	no	13	no	0.0
4959	positive	2	0	3.12	1.0124958908529371	-1.12	2	no	no	30	yes	8	yes	0.0
1879	positive	0	3	3.51	1.0360082764094731	1.4900000000000002	5	no	no	32	yes	5	yes	1.0
7901	positive	3	3	4.06	0.7930350705194059	-2.06	2	no	no	28	yes	0	no	0.0
4935	positive	6	3	3.23	1.024358172073753	-0.23	3	no	no	29	no	1	yes	0.0
10343	positive	7	5	3.5	1.284523257866513	0.5	4	no	no	30	no	0	no	1.0
12911	positive	2	3	3.26	1.1449144324013605	1.7400000000000002	5	no	no	39	yes	3	no	0.0
174	positive	5	3	4.5	0.8660254037844386	-1.5	3	no	no	28	yes	1	yes	1.0
850	negative	5	4	3.66	1.2200565815910904	0.33999999999999986	4	no	no	36	yes	0	no	1.0
885	negative	2	0	3.66	1.2200565815910904	0.33999999999999986	4	no	no	36	yes	0	no	1.0
1009	negative	6	7	3.0	0.9258200997725514	1.0	4	no	no	84	yes	8	yes	1.0
1011	positive	0	4	3.0	0.9258200997725514	-1.0	2	no	no	68	yes	12	yes	0.0
3091	negative	7	3	4.5	0.8660254037844386	-0.5	4	no	no	39	no	3	no	1.0
3173	positive	1	4	3.14	1.1866605518454392	-0.14000000000000012	3	no	no	22	no	1	no	1.0
3195	positive	2	6	3.14	1.1866605518454392	0.8599999999999999	4	no	no	41	yes	1	no	1.0
3263	negative	2	4	3.14	1.1866605518454392	0.8599999999999999	4	no	no	34	yes	0	no	0.0
3268	negative	2	1	3.14	1.1866605518454392	1.86	5	no	no	34	yes	0	no	0.0
3298	positive	1	2	3.85	1.1665962221617772	-1.85	2	no	no	30	yes	0	no	1.0
3310	positive	3	6	3.8	1.4696938456699071	-1.7999999999999998	2	no	no	28	yes	0	no	1.0
3311	positive	3	6	3.8	1.4696938456699071	-1.7999999999999998	2	no	no	29	no	0	no	1.0
3365	positive	3	0	2.0	1.2649110640673518	2.0	4	no	no	38	yes	0	no	0.0
3366	positive	3	3	2.0	1.2649110640673518	-1.0	1	no	no	57	no	3	no	0.0
3400	positive	2	1	3.86	0.9897433186107872	-1.86	2	no	no	28	yes	1	no	0.0
3401	negative	1	2	3.86	0.9897433186107872	1.14	5	no	no	27	no	0	no	1.0
4517	positive	2	3	4.23	0.8034647195462633	-3.2300000000000004	1	no	no	40	no	3	yes	1.0
4518	positive	1	1	4.23	0.8034647195462633	-3.2300000000000004	1	no	no	39	no	1	no	1.0
4526	positive	4	6	4.23	0.8034647195462633	-2.2300000000000004	2	no	no	47	no	7	yes	1.0
4541	positive	4	3	4.23	0.8034647195462633	-1.2300000000000004	3	no	no	51	no	2	no	0.0
4594	negative	4	6	4.23	0.8034647195462633	-0.23000000000000045	4	no	no	28	no	3	no	1.0
4666	positive	4	6	3.66	1.1061189758568812	-2.66	1	no	no	28	yes	2	yes	1.0
4667	positive	5	6	3.66	1.1061189758568812	-2.66	1	no	no	25	yes	4	yes	0.0
4671	negative	3	2	3.66	1.1061189758568812	0.33999999999999986	4	yes	no	35	yes	1	no	1.0
4679	negative	3	2	3.66	1.1061189758568812	0.33999999999999986	4	no	no	30	yes	2	yes	1.0
4705	positive	5	2	3.66	1.1061189758568812	-0.6600000000000001	3	no	no	28	yes	2	yes	1.0
4710	negative	1	1	3.66	1.1061189758568812	0.33999999999999986	4	no	no	28	yes	6	no	1.0
4732	negative	5	4	3.66	1.1061189758568812	0.33999999999999986	4	no	no	33	no	2	no	0.0
4954	negative	3	4	3.12	1.0124958908529371	0.8799999999999999	4	no	no	31	no	0	no	1.0
4997	positive	4	4	3.57	1.1956998857302172	-1.5699999999999998	2	no	no	55	no	3	no	1.0
5021	positive	6	2	3.57	1.1956998857302172	-2.57	1	no	no	50	no	1	yes	1.0
5025	negative	2	2	3.57	1.1956998857302172	0.43000000000000016	4	no	no	31	yes	4	no	1.0
5275	negative	11	12	3.76	1.1391127488845345	0.2400000000000002	4	no	no	69	no	0	no	1.0
5690	positive	2	5	3.91	0.8625361098289438	-2.91	1	no	no	30	yes	0	no	1.0
5692	positive	0	2	3.91	0.8625361098289438	-2.91	1	no	no	25	yes	1	yes	0.0
5694	positive	1	3	3.91	0.8625361098289438	-1.91	2	no	no	30	yes	0	no	0.0
9427	positive	4	10	3.36	0.6428243465332251	-1.36	2	no	no	36	no	0	no	0.0
12323	positive	5	5	3.03	1.298036193325777	-1.0299999999999998	2	no	no	30	yes	0	no	1.0
10004	positive	3	3	3.5	1.0	-1.5	2	no	no	29	yes	0	no	0.0
12548	positive	1	1	3.3	1.0049875621120892	-0.2999999999999998	3	no	no	37	yes	2	no	1.0
13295	positive	2	4	3.75	0.7876914922725329	0.25	4	no	no	35	yes	2	no	0.0
13503	positive	1	3	3.76	0.8572277858383484	0.2400000000000002	4	no	no	37	no	0	no	0.0
14932	negative	1	2	4.67	0.4714045207910317	0.3300000000000001	5	no	no	29	no	0	no	0.0
3750	negative	2	4	4.53	0.49888765156985904	-0.5300000000000002	4	no	no	36	no	6	no	0.0
2037	positive	1	4	4.0	1.0718844015157447	-2.0	2	no	no	36	no	0	no	1.0
8687	positive	3	3	4.0	0.7669649888473704	0.0	4	no	no	31	yes	1	yes	0.0
9892	positive	4	4	4.0	0.5345224838248488	0.0	4	no	no	31	no	1	yes	0.0
14601	positive	3	5	3.5	0.7071067811865476	-0.5	3	no	no	33	yes	1	yes	0.0
9351	negative	1	4	2.67	0.9428090415820634	1.33	4	no	no	31	yes	4	yes	1.0
10065	positive	2	3	3.75	0.4330127018922193	0.25	4	no	no	37	yes	6	no	0.0
14410	positive	2	1	3.3	1.0202645912902468	0.7000000000000002	4	no	no	28	yes	0	no	0.0
11229	negative	4	2	3.22	0.9162456945817024	0.7799999999999998	4	no	no	41	no	0	no	0.0
12395	positive	1	3	3.57	0.9793792286287206	-0.5699999999999998	3	no	no	33	yes	1	yes	1.0
9155	negative	3	1	3.69	0.709127352805826	0.31000000000000005	4	no	no	33	no	0	no	0.0
11199	positive	2	5	3.27	0.8624393618641035	-1.27	2	no	no	37	yes	3	no	1.0
10415	positive	1	4	2.79	0.9003075214714099	-0.79	2	no	no	31	no	4	no	0.0
12092	positive	4	2	3.75	0.82915619758885	-0.75	3	no	no	29	yes	0	no	0.0
7407	positive	4	3	4.14	0.6388765649999399	-1.1399999999999997	3	no	no	33	yes	2	no	0.0
13125	positive	5	2	3.37	0.9888507732776418	0.6299999999999999	4	no	no	31	no	1	no	0.0
6535	negative	3	4	4.6	0.7671775221329885	0.4000000000000004	5	no	no	50	yes	11	no	0.0
1925	positive	0	0	4.58	0.5907880084379908	0.4199999999999999	5	no	no	5	no	0	no	1.0
1837	positive	0	0	3.51	1.0360082764094731	-1.5099999999999998	2	no	no	6	no	0	no	0.0
2914	neutral	1	0	4.39	0.7509538568560856	-1.3899999999999997	3	no	no	10	yes	0	no	1.0
2433	positive	0	2	4.22	0.9237938415731052	-0.21999999999999972	4	no	no	9	no	0	no	1.0
7768	positive	0	0	4.04	1.080919666973774	0.96	5	no	no	16	no	0	no	1.0
4251	positive	1	2	4.38	0.5753831415997416	0.6200000000000001	5	no	no	27	no	1	no	1.0
2592	positive	0	2	4.22	0.9237938415731052	0.7800000000000002	5	no	no	29	no	10	yes	0.0
14625	positive	2	0	4.5	1.118033988749895	0.5	5	yes	no	83	yes	3	yes	0.0
14758	positive	7	4	3.47	0.8055363982396382	0.5299999999999998	4	no	no	67	yes	4	yes	0.0
6009	neutral	0	0	4.0	0.0	0.0	4	no	no	11	yes	1	no	0.0
2533	positive	3	5	4.22	0.9237938415731052	-0.21999999999999972	4	no	no	25	no	0	no	0.0
1498	positive	5	4	4.22	0.9162456945817024	-1.2199999999999998	3	no	no	30	yes	1	no	0.0
9397	positive	1	4	3.52	0.9431860898041275	-0.52	3	no	no	27	yes	2	yes	0.0
9526	positive	3	2	3.83	0.3726779962499649	0.16999999999999993	4	no	no	28	no	3	no	0.0
5908	positive	0	2	3.34	0.8742104859262632	1.66	5	no	no	26	no	2	no	0.0
3428	positive	1	3	5.0	0.0	0.0	5	no	no	29	no	4	no	0.0
13060	positive	1	8	3.26	1.1449144324013605	1.7400000000000002	5	no	no	25	yes	1	yes	0.0
773	negative	0	3	3.12	1.3232025740237638	-1.12	2	no	no	27	yes	7	no	0.0
2623	positive	1	4	4.22	0.9237938415731052	0.7800000000000002	5	no	no	27	yes	1	yes	0.0
1676	neutral	1	1	4.11	0.6911946824156303	-0.11000000000000032	4	no	no	18	no	0	no	0.0
11952	positive	2	1	4.12	0.927024810886958	0.8799999999999999	5	no	no	30	yes	1	yes	0.0
8169	positive	6	10	4.08	0.6273754856543249	-0.08000000000000007	4	no	no	28	no	1	yes	0.0
13171	positive	3	2	3.42	0.9902572485382516	0.5800000000000001	4	no	no	28	yes	1	yes	0.0
6043	positive	9	14	4.12	1.0731488267988851	-3.12	1	yes	no	139	no	2	no	0.0
6044	positive	3	7	4.12	1.0731488267988851	-3.12	1	yes	no	43	yes	1	no	1.0
6405	positive	0	1	4.12	1.0731488267988851	0.8799999999999999	5	no	no	36	no	1	no	1.0
6490	positive	7	5	4.6	0.7671775221329885	-3.6	1	no	no	34	no	3	no	1.0
6495	positive	2	3	4.6	0.7671775221329885	-2.6	2	no	no	23	yes	0	no	0.0
6776	positive	4	1	4.39	0.8456248044307639	-2.39	2	no	no	43	yes	0	no	1.0
7027	negative	0	1	3.95	0.9205976319760985	-0.9500000000000002	3	no	no	36	yes	3	no	1.0
7028	positive	0	1	3.95	0.9205976319760985	-1.95	2	no	no	50	yes	1	no	1.0
7036	positive	5	4	3.95	0.9205976319760985	0.049999999999999815	4	no	no	43	no	0	no	0.0
7037	negative	1	1	3.95	0.9205976319760985	-1.95	2	yes	no	31	no	0	no	1.0
7040	positive	5	4	3.95	0.9205976319760985	1.0499999999999998	5	no	no	31	no	0	no	1.0
7041	positive	0	2	3.95	0.9205976319760985	1.0499999999999998	5	no	no	46	yes	5	no	0.0
7048	positive	3	3	3.95	0.9205976319760985	1.0499999999999998	5	no	no	28	no	0	no	1.0
7059	positive	2	2	3.95	0.9205976319760985	1.0499999999999998	5	no	no	54	yes	2	no	1.0
7062	positive	2	3	3.95	0.9205976319760985	1.0499999999999998	5	no	no	33	no	0	no	1.0
7161	positive	6	5	4.0	0.5	1.0	5	no	no	45	yes	1	yes	1.0
7163	positive	4	7	4.0	0.5	0.0	4	no	no	30	yes	1	yes	1.0
7172	positive	1	4	4.4	0.4898979485566357	0.5999999999999996	5	no	no	36	yes	1	yes	1.0
7245	positive	5	6	4.14	0.6388765649999398	-0.13999999999999968	4	no	no	36	yes	4	yes	1.0
7247	positive	2	2	4.14	0.6388765649999398	-0.13999999999999968	4	no	no	35	yes	7	yes	1.0
7249	positive	4	7	4.14	0.6388765649999398	0.8600000000000003	5	no	no	53	yes	2	yes	1.0
7250	positive	5	4	4.5	0.5	-0.5	4	no	no	34	yes	0	no	1.0
7276	negative	7	3	2.67	1.247219128924647	-1.67	1	no	no	43	no	0	no	0.0
7790	negative	3	2	3.33	1.299572579307862	-1.33	2	no	no	32	yes	2	yes	1.0
8310	positive	2	4	3.36	1.1029737733588665	-1.36	2	no	no	40	yes	3	no	1.0
8365	positive	5	10	3.36	1.1029737733588665	-2.36	1	no	no	41	yes	7	yes	1.0
9469	positive	5	3	2.62	0.9921567416492216	-0.6200000000000001	2	no	no	41	no	0	no	0.0
14227	positive	6	4	3.5	0.7833494518006403	-1.5	2	no	no	44	yes	0	no	1.0
14277	negative	6	3	3.58	1.0897247358851685	0.4199999999999999	4	no	no	52	yes	1	no	1.0
14519	negative	5	4	3.78	1.0302226244619417	0.2200000000000002	4	no	no	44	yes	0	no	1.0
14579	positive	4	10	3.88	0.927024810886958	-1.88	2	no	no	84	yes	3	no	1.0
14741	negative	6	3	2.41	1.1601795752593602	1.59	4	no	no	38	yes	7	no	0.0
14756	positive	3	4	3.47	0.8055363982396382	-1.4700000000000002	2	no	no	29	yes	2	no	1.0
2337	positive	1	3	4.22	0.9237938415731052	-3.22	1	no	no	23	no	0	no	1.0
3071	negative	2	1	4.0	0.0	0.0	4	no	no	25	no	0	no	1.0
12907	positive	3	1	3.26	1.1449144324013605	-2.26	1	no	no	24	no	0	no	0.0
4262	positive	1	0	4.14	1.0312295868207546	-3.14	1	no	no	31	no	0	no	1.0
8491	positive	2	6	3.86	0.978403905486634	-1.86	2	no	no	20	yes	0	no	0.0
2349	positive	2	2	4.22	0.9237938415731052	-2.22	2	no	no	27	yes	4	yes	1.0
2899	negative	1	3	4.39	0.7509538568560856	-0.3899999999999997	4	no	no	29	yes	8	yes	1.0
12871	negative	3	4	3.85	0.9630680142129112	0.1499999999999999	4	no	no	29	no	3	no	1.0
4886	positive	1	3	3.71	0.880630571852711	-1.71	2	no	no	25	no	0	no	1.0
5910	negative	3	0	3.34	0.8742104859262632	0.6600000000000001	4	no	no	31	no	4	no	1.0
13121	positive	5	3	3.37	0.9888507732776418	0.6299999999999999	4	no	no	27	yes	1	yes	1.0
12956	positive	3	5	3.26	1.1449144324013605	-1.2599999999999998	2	no	no	24	yes	3	no	0.0
9393	positive	4	2	3.52	0.9431860898041275	-1.52	2	no	no	28	no	0	no	1.0
8953	positive	3	2	3.26	1.3511050161045721	-1.2599999999999998	2	no	no	29	no	0	no	1.0
13357	negative	5	1	3.6	0.8518886580500327	-0.6000000000000001	3	no	no	28	no	0	no	0.0
12501	negative	5	3	3.9	1.1298867159718735	0.10000000000000007	4	no	no	29	no	0	no	1.0
5489	positive	1	3	3.64	1.149919149152138	-1.64	2	no	no	25	yes	4	yes	1.0
6891	positive	3	8	3.59	1.1079414331998385	-1.59	2	no	no	25	no	1	no	1.0
14250	positive	4	0	3.0	1.0	-1.0	2	no	no	21	yes	0	no	0.0
11771	negative	4	5	3.11	1.1837350773966941	0.8900000000000001	4	no	no	23	no	0	no	1.0
12273	positive	5	3	3.58	0.8886592908251625	-1.58	2	no	no	28	yes	0	no	0.0
12669	negative	2	1	3.0	1.270977818604485	-1.0	2	no	no	29	yes	0	no	1.0
10812	positive	1	5	4.31	0.7730673554708377	-2.31	2	no	no	27	no	3	no	1.0
5412	negative	3	0	3.65	0.7816308243423683	0.3500000000000001	4	no	no	29	yes	1	yes	1.0
1236	positive	1	1	4.0	0.8660254037844386	-2.0	2	no	no	27	no	4	yes	1.0
1365	negative	1	3	2.9	1.1357816691600549	0.10000000000000007	3	no	no	25	yes	1	no	1.0
3330	negative	4	3	3.33	0.7453559924999298	0.6699999999999999	4	no	no	31	no	0	no	1.0
1763	positive	2	1	5.0	0.0	0.0	5	no	no	28	no	0	no	1.0
12698	negative	1	3	3.69	0.9910845174403944	0.31000000000000005	4	no	no	29	no	0	no	1.0
3346	negative	6	3	3.86	0.8329931278350429	0.14000000000000012	4	no	no	24	no	0	no	1.0
8766	negative	1	1	4.12	0.33071891388307384	-0.1200000000000001	4	no	no	28	no	1	no	0.0
9838	positive	1	4	3.66	0.9568577190008004	-1.66	2	no	no	31	yes	3	yes	1.0
4488	negative	0	0	2.21	1.0947936459577616	1.79	4	no	no	9	no	0	no	1.0
3105	positive	4	3	1.0	0.0	0.0	1	no	no	27	yes	2	no	1.0
4939	negative	3	3	3.23	1.024358172073753	0.77	4	no	no	28	no	0	no	1.0
2352	positive	2	6	4.22	0.9237938415731052	-2.22	2	no	no	25	yes	4	yes	1.0
12872	negative	3	3	3.85	0.9630680142129112	0.1499999999999999	4	no	no	30	no	3	no	1.0
7647	negative	2	2	3.52	1.1489021695511612	0.48	4	no	no	28	no	0	no	1.0
5118	positive	2	6	3.65	1.0316478235943218	-1.65	2	no	no	28	no	2	no	1.0
